"Havaintoasema","Vuosi","Kuukausi","Päivä","Aika [Paikallinen aika]","Lämpötilan keskiarvo [°C]","Ylin lämpötila [°C]","Alin lämpötila [°C]"
"Helsinki Kumpula","2024","1","30","22:00","-0.1","0.1","-0.3"
"Helsinki Kumpula","2024","1","30","23:00","0.3","0.5","0.1"
"Helsinki Kumpula","2024","1","31","00:00","0.5","0.6","0.4"
"Helsinki Kumpula","2024","1","31","01:00","0.5","0.6","0.5"
"Helsinki Kumpula","2024","1","31","02:00","0.6","0.6","0.5"
"Helsinki Kumpula","2024","1","31","03:00","0.6","0.6","0.6"
"Helsinki Kumpula","2024","1","31","04:00","0.6","0.7","0.5"
"Helsinki Kumpula","2024","1","31","05:00","0.6","0.7","0.6"
"Helsinki Kumpula","2024","1","31","06:00","0.7","0.7","0.6"
"Helsinki Kumpula","2024","1","31","07:00","0.7","0.8","0.6"
"Helsinki Kumpula","2024","1","31","08:00","0.8","0.9","0.7"
"Helsinki Kumpula","2024","1","31","09:00","0.9","1","0.9"
"Helsinki Kumpula","2024","1","31","10:00","1.1","1.2","1"
"Helsinki Kumpula","2024","1","31","11:00","1.2","1.3","1.1"
"Helsinki Kumpula","2024","1","31","12:00","1.3","1.4","1.2"
"Helsinki Kumpula","2024","1","31","13:00","1.4","1.5","1.3"
"Helsinki Kumpula","2024","1","31","14:00","1.5","1.5","1.3"
"Helsinki Kumpula","2024","1","31","15:00","1.3","1.4","1.3"
"Helsinki Kumpula","2024","1","31","16:00","1.4","1.5","1.3"
"Helsinki Kumpula","2024","1","31","17:00","1.4","1.6","1.2"
"Helsinki Kumpula","2024","1","31","18:00","1.3","1.4","1.2"
"Helsinki Kumpula","2024","1","31","19:00","1.4","1.5","1.4"
"Helsinki Kumpula","2024","1","31","20:00","1.6","1.7","1.5"
"Helsinki Kumpula","2024","1","31","21:00","1.5","1.8","1"
"Helsinki Kumpula","2024","1","31","22:00","1.2","1.3","1.1"
"Helsinki Kumpula","2024","1","31","23:00","1","1.2","1"
